"","fullname","playerID","yearID","teamID","lgID","salary","percent_positive_ab","percent_NAB","PA","salary_per_NAB","salary_per_Good_AB","diff_salary_good_vs_bad","fit.cluster","team_payroll","total_salary_NAB","total_salary_GAB","W","diff_payroll"
"10069","Jeff   Stone","stoneje01",1987,"PHI","NL",140000,0.316176470588235,0.294117647058824,136,41176.4705882353,44264.7058823529,3088.23529411764,1,7927733,1404872.02721606,2926035.79386747,80,1521163.76665141
"10070","Jeff   Stone","stoneje01",1986,"PHI","NL",100000,0.340659340659341,0.201465201465201,273,20146.5201465201,34065.9340659341,13919.4139194139,1,5482666,896862.015514355,2083950.53012304,86,1187088.51460868
"10071","Trevor   Story","storytr01",2016,"COL","NL",507500,0.346987951807229,0.325301204819277,415,165090.361445783,176096.385542169,11006.0240963855,1,48803071,10608875.4701434,17003183.840378,75,6394308.37023465
"10072","Doug   Strange","strando01",1989,"DET","AL",68000,0.280373831775701,0.196261682242991,214,13345.7943925234,19065.4205607477,5719.6261682243,1,8214904,1255960.03347554,2842471.74783542,59,1586511.71435988
"10073","Doug   Strange","strando01",1997,"MON","NL",220000,0.353723404255319,0.212765957446809,376,46808.5106382979,77819.1489361702,31010.6382978723,1,10525000,1919600.12487861,3588554.25136445,78,1668954.12648584
"10074","Doug   Strange","strando01",1993,"TEX","AL",125000,0.329608938547486,0.150837988826816,537,18854.748603352,41201.1173184358,22346.3687150838,1,17799000,3344005.32072248,6305932.55428303,86,2961927.23356055
"10075","Doug   Strange","strando01",1994,"TEX","AL",225000,0.276422764227642,0.178861788617886,246,40243.9024390244,62195.1219512195,21951.2195121951,1,15959972,3167365.58262759,6222724.42269443,52,3055358.84006684
"10076","Doug   Strange","strando01",1998,"PIT","NL",575000,0.231155778894472,0.221105527638191,199,127135.67839196,132914.572864322,5778.8944723618,1,8644000,1673410.94877259,2799577.38550434,69,1126166.43673176
"10077","Doug   Strange","strando01",1995,"SEA","AL",195000,0.323353293413174,0.167664670658683,167,32694.6107784431,63053.8922155689,30359.2814371258,1,20073811,3663380.08222101,7852335.17181969,79,4188955.08959868
"10078","Doug   Strange","strando01",1996,"SEA","AL",380000,0.3,0.17,200,64600,114000,49400,1,21907001,4096920.07501603,8839387.22004977,85,4742467.14503374
"10079","Darryl   Strawberry","strawda01",1998,"NYA","AL",875000,0.363896848137536,0.260744985673352,349,228151.862464183,318409.742120344,90257.8796561605,1,39158333,6608574.63468638,15114484.9955808,114,8505910.36089445
"10080","Darryl   Strawberry","strawda01",1996,"NYA","AL",300000,0.384297520661157,0.239669421487603,242,71900.826446281,115289.256198347,43388.4297520661,1,26438000,4035451.00685999,10266786.4512566,92,6231335.44439658
"10081","Darryl   Strawberry","strawda01",1994,"SFN","NL",109000,0.401709401709402,0.205128205128205,117,22358.9743589744,43786.3247863248,21427.3504273504,1,22141499,3760782.94299761,7930244.30748991,55,4169461.36449229
"10082","Darryl   Strawberry","strawda01",1987,"NYN","NL",1245000,0.416539050535988,0.192955589586524,653,240229.709035222,518591.117917305,278361.408882083,1,8295714,1381304.33368754,2974144.21332547,92,1592839.87963793
"10083","Darryl   Strawberry","strawda01",1991,"LAN","NL",3800000,0.373310810810811,0.224662162162162,592,853716.216216216,1418581.08108108,564864.864864865,5,18092330,3019831.2686012,6514700.17798021,93,3494868.909379
"10084","Darryl   Strawberry","strawda01",1989,"NYN","NL",1495000,0.333935018050542,0.196750902527076,554,294142.599277978,499232.85198556,205090.252707581,1,11373238,1779176.57439777,3632014.76094416,87,1852838.18654639
"10085","Darryl   Strawberry","strawda01",1986,"NYN","NL",945000,0.38353765323993,0.253940455341506,571,239973.730297723,362443.082311734,122469.352014011,1,10450714,1866972.68606527,3756381.27151745,108,1889408.58545218
"10086","Darryl   Strawberry","strawda01",1992,"LAN","NL",4050000,0.342541436464088,0.198895027624309,181,805524.861878453,1387292.81767956,581767.955801105,5,21213166,3968661.10671061,7243833.62952737,63,3275172.52281676
"10087","Darryl   Strawberry","strawda01",1988,"NYN","NL",1320000,0.399394856278366,0.201210287443268,661,265597.579425113,527201.210287443,261603.63086233,1,9987214,1532906.8505662,3478764.47354277,100,1945857.62297657
"10088","Darryl   Strawberry","strawda01",1993,"LAN","NL",3800000,0.289256198347107,0.165289256198347,121,628099.173553719,1099173.55371901,471074.380165289,5,19340833,3005051.11056675,6358717.94968173,81,3353666.83911498
"10089","Darryl   Strawberry","strawda01",1985,"NYN","NL",516667,0.412008281573499,0.217391304347826,483,112318.913043478,212871.082815735,100552.169772257,1,7439762,1078343.49800764,2710679.20178009,98,1632335.70377245
"10090","Darryl   Strawberry","strawda01",1990,"NYN","NL",1850000,0.383647798742138,0.180817610062893,636,334512.578616352,709748.427672956,375235.849056604,5,7885833,1304487.20822213,2773563.2361327,91,1469076.02791057
"10091","Drew   Stubbs","stubbdr01",2015,"COL","NL",5825000,0.292035398230089,0.451327433628319,113,2628982.30088496,1701106.19469027,-927876.10619469,1,59122600,14641996.2131546,20375220.7346655,68,5733224.52151088
"10092","Drew   Stubbs","stubbdr01",2013,"CLE","AL",2825000,0.3125,0.3,480,847500,882812.5,35312.5,1,38604200,9488136.02162763,12595144.4196861,92,3107008.39805846
"10093","Drew   Stubbs","stubbdr01",2010,"CIN","NL",400000,0.34192439862543,0.298969072164948,582,119587.628865979,136769.759450172,17182.1305841924,1,23485042,3819709.7015919,8399497.5251996,91,4579787.82360771
"10094","Drew   Stubbs","stubbdr01",2012,"CIN","NL",527500,0.278810408921933,0.312267657992565,538,164721.189591078,147072.49070632,-17648.6988847583,1,44331487,8436141.06013175,16480324.5265379,97,8044183.46640619
"10095","Drew   Stubbs","stubbdr01",2011,"CIN","NL",450000,0.32396449704142,0.306213017751479,676,137795.857988166,145784.023668639,7988.16568047335,1,40328696,7192821.32984295,14340505.6691369,79,7147684.33929397
"10096","Drew   Stubbs","stubbdr01",2014,"COL","NL",4100000,0.347517730496454,0.33096926713948,423,1356973.99527187,1424822.69503546,67848.6997635935,1,50856000,10305467.2420499,19314623.3170668,66,9009156.07501685
"10097","Franklin   Stubbs","stubbfr01",1991,"ML4","AL",1866667,0.2997542997543,0.184275184275184,407,343980.405405405,559541.459459459,215561.054054054,1,13113000,1791196.91313511,4654959.15149787,83,2863762.23836277
"10098","Franklin   Stubbs","stubbfr01",1992,"ML4","AL",2166667,0.30625,0.21875,320,473958.40625,663541.76875,189583.3625,1,14034000,1894130.79044983,4954627.03360378,92,3060496.24315394
"10099","Franklin   Stubbs","stubbfr01",1995,"DET","AL",310000,0.369565217391304,0.217391304347826,138,67391.3043478261,114565.217391304,47173.9130434783,1,23527334,4626671.79692179,8578221.35845521,60,3951549.56153342
"10100","Franklin   Stubbs","stubbfr01",1987,"LAN","NL",144000,0.31002331002331,0.214452214452214,429,30881.1188811189,44643.3566433566,13762.2377622378,1,5116653,799184.679769815,1793198.65354447,73,994013.973774655
"10101","Franklin   Stubbs","stubbfr01",1989,"LAN","NL",345000,0.396694214876033,0.247933884297521,121,85537.1900826446,136859.504132231,51322.3140495868,1,11222895,1723107.88904105,3826897.74526521,77,2103789.85622416
"10102","Franklin   Stubbs","stubbfr01",1986,"LAN","NL",65000,0.311440677966102,0.245762711864407,472,15974.5762711864,20243.6440677966,4269.06779661017,1,7503276,1047764.11700746,2380926.69151241,73,1333162.57450495
"10103","Franklin   Stubbs","stubbfr01",1988,"LAN","NL",235000,0.313868613138686,0.237226277372263,274,55748.1751824817,73759.1240875912,18010.9489051095,1,9784015,1547760.71124639,3392523.12046772,94,1844762.40922133
"10104","Chris   Stynes","stynech01",1997,"CIN","NL",165000,0.397196261682243,0.0841121495327103,214,13878.5046728972,65537.3831775701,51658.8785046729,1,19185000,3341509.93384338,7056768.42555355,76,3715258.49171017
"10105","Chris   Stynes","stynech01",2004,"PIT","NL",750000,0.274285714285714,0.142857142857143,175,107142.857142857,205714.285714286,98571.4285714286,1,16472429,2212286.3836648,6089914.83280752,72,3877628.44914272
"10106","Chris   Stynes","stynech01",2001,"BOS","AL",1300000,0.324675324675325,0.176623376623377,385,229610.38961039,422077.922077922,192467.532467532,1,52623333,10831656.8919837,18696757.1631312,82,7865100.27114752
"10107","Chris   Stynes","stynech01",1999,"CIN","NL",270000,0.322834645669291,0.118110236220472,127,31889.7637795276,87165.3543307087,55275.5905511811,1,19763761,3718980.19610745,7184572.37932502,96,3465592.18321757
"10108","Chris   Stynes","stynech01",2000,"CIN","NL",375000,0.39618138424821,0.140811455847255,419,52804.2959427208,148568.019093079,95763.723150358,1,31217200,5094778.62803634,11991764.1507053,85,6896985.52266893
"10109","Chris   Stynes","stynech01",1998,"CIN","NL",200000,0.327272727272727,0.106493506493506,385,21298.7012987013,65454.5454545455,44155.8441558442,1,17995000,3491624.24795697,6677125.93828825,77,3185501.69033128
"10110","Chris   Stynes","stynech01",2002,"CHN","NL",1250000,0.330316742081448,0.153846153846154,221,192307.692307692,412895.92760181,220588.235294118,1,47156500,9932149.34357748,17161245.3365943,67,7229095.99301681
"10111","Chris   Stynes","stynech01",2003,"COL","NL",750000,0.34,0.168,500,126000,255000,129000,1,42241667,7817651.05918094,17165067.2045251,74,9347416.14534417
"10112","Eugenio   Suarez","suareeu01",2016,"CIN","NL",545000,0.322169059011164,0.263157894736842,627,143421.052631579,175582.137161085,32161.0845295056,1,52224999,10159184.6530267,19774757.6735548,68,9615573.02052807
"10113","Jesus   Sucre","sucreje01",2015,"SEA","AL",509300,0.195488721804511,0.203007518796992,133,103391.729323308,99562.4060150376,-3829.32330827067,1,63335400,13919448.112407,21707006.7617665,76,7787558.64935949
"10114","Cory   Sullivan","sullico01",2005,"COL","NL",316000,0.355072463768116,0.214975845410628,414,67932.3671497585,112202.898550725,44270.5314009662,1,30250000,6484162.95752659,11639483.3113932,67,5155320.35386662
"10115","Cory   Sullivan","sullico01",2006,"COL","NL",335000,0.337236533957845,0.245901639344262,427,82377.0491803279,112974.238875878,30597.1896955503,1,20999000,2738932.96374906,8543899.58630508,76,5804966.62255602
"10116","Marc   Sullivan","sullima02",1986,"BOS","AL",110000,0.267175572519084,0.251908396946565,131,27709.9236641221,29389.3129770992,1679.3893129771,1,8682876,1163626.01485557,3239687.47136191,95,2076061.45650634
"10117","Jim   Sundberg","sundbji01",1987,"CHN","NL",791667,0.319018404907975,0.263803680981595,163,208844.668711656,252556.343558282,43711.6748466258,1,7682999,1353908.23697129,2715281.9568356,76,1361373.71986431
"10118","Jim   Sundberg","sundbji01",1986,"KCA","AL",653128,0.310204081632653,0.2,490,130625.6,202602.971428571,71977.3714285714,1,7513365,1148018.08260353,2543645.18574858,76,1395627.10314505
"10119","Jim   Sundberg","sundbji01",1985,"KCA","AL",608333,0.317733990147783,0.187192118226601,406,113875.142857143,193288.071428571,79412.9285714286,1,5431750,769129.912610649,1882329.88795545,91,1113199.9753448
"10120","Jim   Sundberg","sundbji01",1989,"TEX","AL",475000,0.309941520467836,0.233918128654971,171,111111.111111111,147222.222222222,36111.1111111111,1,6522281,1153709.8766473,2267802.95520177,83,1114093.07855447
"10121","B. J.   Surhoff","surhobj01",1997,"BAL","AL",1616667,0.376237623762376,0.110561056105611,606,178740.410891089,608250.950495049,429510.53960396,5,34526400,5686761.82639868,12669543.5956745,98,6982781.76927578
"10122","B. J.   Surhoff","surhobj01",1996,"BAL","AL",1416667,0.36241610738255,0.144295302013423,596,204418.39261745,513422.939597315,309004.546979866,1,31655982,4816975.2235114,12148663.0866163,88,7331687.86310487
"10123","B. J.   Surhoff","surhobj01",2001,"ATL","NL",4833333,0.34018691588785,0.0990654205607477,535,478816.16635514,1644236.64672897,1165420.48037383,2,48931666,8510243.58042108,17651534.8103915,88,9141291.22997037
"10124","B. J.   Surhoff","surhobj01",1994,"ML4","AL",2500000,0.348684210526316,0.125,152,312500,871710.526315789,559210.526315789,5,11190500,1758255.63061663,3916230.93852392,53,2157975.30790729
"10125","B. J.   Surhoff","surhobj01",2000,"BAL","AL",4146789,0.347533632286996,0.114349775784753,446,474184.392376682,1441148.64349776,966964.251121076,5,54156982,8653500.97668526,19927996.7405967,74,11274495.7639115
"10126","B. J.   Surhoff","surhobj01",2003,"BAL","AL",1000000,0.364406779661017,0.0932203389830508,354,93220.3389830509,364406.779661017,271186.440677966,1,28030000,4767097.68492402,9316411.44987623,71,4549313.76495221
"10127","B. J.   Surhoff","surhobj01",1989,"ML4","AL",185000,0.309473684210526,0.0778947368421053,475,14410.5263157895,57252.6315789474,42842.1052631579,1,6883500,960828.880945687,2462174.94151199,81,1501346.0605663
"10128","B. J.   Surhoff","surhobj01",1991,"ML4","AL",1085000,0.337638376383764,0.0996309963099631,542,108099.63099631,366337.638376384,258238.007380074,1,13113000,1791196.91313511,4654959.15149787,83,2863762.23836277
"10129","B. J.   Surhoff","surhobj01",1998,"BAL","AL",1716667,0.356697819314642,0.146417445482866,642,251349.996884735,612331.375389408,360981.378504673,1,43051155,6581023.15300949,15437301.4951573,79,8856278.34214778
"10130","B. J.   Surhoff","surhobj01",1990,"ML4","AL",575000,0.350378787878788,0.0852272727272727,528,49005.6818181818,201467.803030303,152462.121212121,1,11712500,1711060.14117409,4068842.29699835,74,2357782.15582425
"10131","B. J.   Surhoff","surhobj01",1995,"ML4","AL",425000,0.392241379310345,0.107758620689655,464,45797.4137931034,166702.586206897,120905.172413793,1,10965880,1899500.08217074,3780900.42693995,65,1881400.34476921
"10132","B. J.   Surhoff","surhobj01",1992,"ML4","AL",2530000,0.342490842490842,0.0915750915750916,546,231684.981684982,866501.831501832,634816.84981685,5,14034000,1894130.79044983,4954627.03360378,92,3060496.24315394
"10133","B. J.   Surhoff","surhobj01",1999,"BAL","AL",3705516,0.359009628610729,0.127922971114168,727,474020.616231087,1330315.92297111,856295.306740028,5,48069139,7293282.11700423,18582143.6907566,78,11288861.5737523
"10134","B. J.   Surhoff","surhobj01",2005,"BAL","AL",1100000,0.296875,0.11875,320,130625,326562.5,195937.5,1,49385833,9105507.89870161,16406472.0160107,74,7300964.11730913
"10135","B. J.   Surhoff","surhobj01",1987,"ML4","AL",62500,0.3718820861678,0.0975056689342404,441,6094.10430839002,23242.6303854875,17148.5260770975,1,5213224,820102.950759717,1963049.88892042,91,1142946.9381607
"10136","B. J.   Surhoff","surhobj01",2004,"BAL","AL",800000,0.371352785145889,0.145888594164456,377,116710.875331565,297082.228116711,180371.352785146,1,24043333,3663306.9468635,9031056.21461761,78,5367749.26775411
"10137","B. J.   Surhoff","surhobj01",1988,"ML4","AL",122000,0.309833024118738,0.11317254174397,539,13807.0500927644,37799.6289424861,23992.5788497217,1,5661500,850896.281924166,1978091.41532399,87,1127195.13339983
"10138","B. J.   Surhoff","surhobj01",1993,"ML4","AL",2530000,0.331666666666667,0.0933333333333333,600,236133.333333333,839116.666666667,602983.333333333,5,11786000,1961077.21394605,3997653.38607324,69,2036576.17212719
"10139","Larry   Sutton","suttola01",1998,"KCA","AL",172500,0.331428571428571,0.145714285714286,350,25135.7142857143,57171.4285714286,32035.7142857143,1,17527500,3329568.06274483,6167871.78062552,72,2838303.71788069
"10140","Larry   Sutton","suttola01",1999,"KCA","AL",240000,0.324786324786325,0.179487179487179,117,43076.9230769231,77948.717948718,34871.7948717949,1,7220000,1081371.37901307,2608953.01783249,64,1527581.63881941
"10141","Ichiro   Suzuki","suzukic01",2009,"SEA","AL",18000000,0.400868306801737,0.104196816208394,691,1875542.69175109,7215629.52243126,5340086.83068017,3,51649166,7727389.96829764,17677094.5921533,85,9949704.62385567
"10142","Ichiro   Suzuki","suzukic01",2003,"SEA","AL",4666667,0.359396433470508,0.0987654320987654,729,460905.382716049,1677183.47599451,1216278.09327846,2,52858334,9286093.82120749,18629981.6608393,93,9343887.83963181
"10143","Ichiro   Suzuki","suzukic01",2004,"SEA","AL",6500000,0.432605905006418,0.0885750962772786,779,575738.125802311,2811938.38254172,2236200.25673941,4,43158334,7364101.34491586,15344358.9257659,63,7980257.58084999
"10144","Ichiro   Suzuki","suzukic01",2008,"SEA","AL",17102149,0.37598944591029,0.0963060686015831,758,1647040.7348285,6430227.52638522,4783186.79155673,3,71535482,11650189.7791949,24102265.3028882,61,12452075.5236933
"10145","Ichiro   Suzuki","suzukic01",2015,"MIA","NL",2000000,0.292626728110599,0.135944700460829,434,271889.400921659,585253.456221198,313364.055299539,1,26540000,5178413.42495432,9211601.24720484,71,4033187.82225052
"10146","Ichiro   Suzuki","suzukic01",2007,"SEA","AL",12500000,0.409395973154362,0.112751677852349,745,1409395.97315436,5117449.66442953,3708053.69127517,4,70785833,12189386.842927,24715500.9938671,88,12526114.1509401
"10147","Ichiro   Suzuki","suzukic01",2014,"NYA","AL",6500000,0.330729166666667,0.184895833333333,384,1201822.91666667,2149739.58333333,947916.666666667,5,122442857,25743742.6760768,38150847.9436188,84,12407105.267542
"10148","Ichiro   Suzuki","suzukic01",2013,"NYA","AL",6500000,0.305605786618445,0.124773960216998,553,811030.741410488,1986437.61301989,1175406.8716094,2,109481257,24701809.2849371,36397688.724476,85,11695879.4395389
"10149","Ichiro   Suzuki","suzukic01",2005,"SEA","AL",12500000,0.377631578947368,0.0934210526315789,760,1167763.15789474,4720394.73684211,3552631.57894737,4,48799667,8352093.16701473,16742925.7381657,69,8390832.57115094
"10150","Ichiro   Suzuki","suzukic01",2016,"MIA","NL",2000000,0.360881542699725,0.126721763085399,363,253443.526170799,721763.085399449,468319.55922865,5,41048202,9466628.5651416,13636059.0765811,79,4169430.51143949
"10151","Ichiro   Suzuki","suzukic01",2006,"SEA","AL",12500000,0.385919165580183,0.0951760104302477,767,1189700.1303781,4823989.56975228,3634289.43937419,4,53849333,9412808.63433747,18949875.1743287,78,9537066.53999119
"10152","Ichiro   Suzuki","suzukic01",2010,"SEA","AL",18000000,0.371967654986523,0.119946091644205,742,2159029.64959569,6695417.78975741,4536388.14016172,3,56069500,10354561.2518334,18451637.2846676,61,8097076.03283419
"10153","Ichiro   Suzuki","suzukic01",2012,"SEA","AL",18000000,0.304449648711944,0.117096018735363,427,2107728.33723653,5480093.67681499,3372365.33957845,4,45446400,8920401.78863535,13353421.8627696,75,4433020.07413425
"10154","Ichiro   Suzuki","suzukic01",2011,"SEA","AL",18000000,0.327421555252387,0.109140518417462,733,1964529.33151432,5893587.99454297,3929058.66302865,3,58001500,10781747.5358944,17554303.5671019,67,6772556.03120756
"10155","Ichiro   Suzuki","suzukic01",2002,"SEA","AL",3696000,0.416223404255319,0.0930851063829787,752,344042.553191489,1538361.70212766,1194319.14893617,2,49349335,8558646.80185951,18487829.8235052,93,9929183.02164568
"10156","Ichiro   Suzuki","suzukic01",2001,"SEA","AL",5666667,0.395161290322581,0.0752688172043011,744,426523.322580645,2239247.44354839,1812724.12096774,2,41018334,6660168.49267387,15708586.8851093,116,9048418.39243539
"10157","Kurt   Suzuki","suzukku01",2012,"OAK","AL",5037500,0.257246376811594,0.202898550724638,276,1022101.44927536,1295878.62318841,273777.173913043,1,27937500,5583176.58961473,9163703.57332208,94,3580526.98370735
"10158","Kurt   Suzuki","suzukku01",2008,"OAK","AL",395000,0.350340136054422,0.151360544217687,588,59787.4149659864,138384.353741497,78596.9387755102,1,13235000,2393652.17414797,4235085.01698109,75,1841432.84283312
"10159","Kurt   Suzuki","suzukku01",2009,"OAK","AL",410000,0.32463295269168,0.119086460032626,613,48825.4486133768,133099.510603589,84274.0619902121,1,37640000,6841427.45968857,13161624.0739842,75,6320196.61429566
"10160","Kurt   Suzuki","suzukku01",2010,"OAK","AL",420000,0.314442413162706,0.129798903107861,547,54515.5393053016,132065.813528336,77550.2742230347,1,31075000,6566332.56601529,10209492.5067563,81,3643159.940741
"10161","Kurt   Suzuki","suzukku01",2016,"MIN","AL",6000000,0.311827956989247,0.153225806451613,372,919354.838709677,1870967.74193548,951612.903225806,5,45550000,8722204.1872085,15777502.7343906,59,7055298.54718207
"10162","Kurt   Suzuki","suzukku01",2013,"WAS","NL",6487500,0.312280701754386,0.119298245614035,285,773947.368421053,2025921.05263158,1251973.68421053,2,61943179,12871845.8326472,21999132.6330164,86,9127286.80036918
"10163","Kurt   Suzuki","suzukku01",2011,"OAK","AL",3437500,0.315789473684211,0.152046783625731,513,522660.81871345,1085526.31578947,562865.497076023,5,42652500,7868650.90823799,13522938.8410381,74,5654287.93280012
"10164","Kurt   Suzuki","suzukku01",2014,"MIN","AL",2750000,0.358565737051793,0.109561752988048,502,301294.820717131,986055.77689243,684760.956175299,5,49472500,10700617.3293437,17455748.0493108,70,6755130.71996711
"10165","Kurt   Suzuki","suzukku01",2015,"MIN","AL",6000000,0.310272536687631,0.153039832285115,477,918238.993710692,1861635.22012579,943396.226415094,5,49965000,10122700.2550495,16469347.6819373,83,6346647.42688781
"10166","Dale   Sveum","sveumda01",1992,"PHI","NL",375000,0.292993630573248,0.280254777070064,157,105095.541401274,109872.611464968,4777.07006369428,1,11046334,1800175.24940209,4153415.63805948,70,2353240.3886574
"10167","Dale   Sveum","sveumda01",1997,"PIT","NL",400000,0.329376854599407,0.264094955489614,337,105637.982195846,131750.741839763,26112.7596439169,1,7234167,1524206.48348073,2589161.33024713,79,1064954.84676641
"10168","Dale   Sveum","sveumda01",1990,"ML4","AL",230000,0.293233082706767,0.240601503759398,133,55338.3458646616,67443.6090225564,12105.2631578947,1,11712500,1711060.14117409,4068842.29699835,74,2357782.15582425
"10169","Dale   Sveum","sveumda01",1988,"ML4","AL",185000,0.280487804878049,0.260162601626016,492,48130.081300813,51890.243902439,3760.16260162601,1,5661500,850896.281924166,1978091.41532399,87,1127195.13339983
"10170","Dale   Sveum","sveumda01",1986,"ML4","AL",60000,0.319088319088319,0.199430199430199,351,11965.811965812,19145.2991452991,7179.48717948718,1,6548915,997162.769143127,2245753.50143911,77,1248590.73229599
"10171","Dale   Sveum","sveumda01",1987,"ML4","AL",92500,0.316239316239316,0.246153846153846,585,22769.2307692308,29252.1367521368,6482.90598290598,1,5213224,820102.950759717,1963049.88892042,91,1142946.9381607
"10172","Mark   Sweeney","sweenma01",2004,"COL","NL",400000,0.400921658986175,0.244239631336406,217,97695.8525345622,160368.66359447,62672.8110599078,1,48776667,9813380.7577943,20080326.8205047,68,10266946.0627104
"10173","Mark   Sweeney","sweenma01",2005,"SDN","NL",575000,0.420074349442379,0.237918215613383,269,136802.973977695,241542.750929368,104739.776951673,1,39888833,6384947.3021931,14497191.6190274,82,8112244.3168343
"10174","Mark   Sweeney","sweenma01",1996,"SLN","NL",125000,0.393203883495146,0.160194174757282,206,20024.2718446602,49150.4854368932,29126.213592233,1,21126667,3647690.03558272,7517638.17162863,88,3869948.1360459
"10175","Mark   Sweeney","sweenma01",2006,"SFN","NL",850000,0.340136054421769,0.19047619047619,294,161904.761904762,289115.646258503,127210.884353741,1,59020686,7780520.33172403,23099858.6369348,76,15319338.3052107
"10176","Mark   Sweeney","sweenma01",2007,"SFN","NL",900000,0.367924528301887,0.169811320754717,106,152830.188679245,331132.075471698,178301.886792453,1,53054554,7599051.41310185,20361184.6128629,71,12762133.1997611
"10177","Mark   Sweeney","sweenma01",1998,"SDN","NL",235000,0.337837837837838,0.189189189189189,222,44459.4594594595,79391.8918918919,34932.4324324324,1,24454500,3815245.86613639,8899904.41795669,98,5084658.5518203
"10178","Mark   Sweeney","sweenma01",2008,"LAN","NL",600000,0.259259259259259,0.259259259259259,108,155555.555555556,155555.555555556,0,1,60486302,10613759.1093765,20841595.5302696,84,10227836.4208931
"10179","Mike   Sweeney","sweenmi01",1996,"KCA","AL",114000,0.373684210526316,0.147368421052632,190,16800,42600,25800,1,7268000,1122326.81013817,2577641.05330087,75,1455314.2431627
"10180","Mike   Sweeney","sweenmi01",1998,"KCA","AL",230000,0.325806451612903,0.145161290322581,310,33387.0967741936,74935.4838709677,41548.3870967742,1,17527500,3329568.06274483,6167871.78062552,72,2838303.71788069
"10181","Mike   Sweeney","sweenmi01",2005,"KCA","AL",11000000,0.367307692307692,0.148076923076923,520,1628846.15384615,4040384.61538462,2411538.46153846,4,20750500,3223894.60908379,7357598.78581683,56,4133704.17673304
"10182","Mike   Sweeney","sweenmi01",2000,"KCA","AL",2250000,0.429362880886427,0.113573407202216,722,255540.166204986,966066.48199446,710526.315789474,5,14862500,2021082.54842876,5580576.70927159,77,3559494.16084283
"10183","Mike   Sweeney","sweenmi01",2003,"KCA","AL",11000000,0.408119658119658,0.147435897435897,468,1621794.87179487,4489316.23931624,2867521.36752137,4,33211500,5136551.16008757,12463910.2878167,83,7327359.12772916
"10184","Mike   Sweeney","sweenmi01",1999,"KCA","AL",265000,0.393468118195956,0.107309486780715,643,28437.0139968896,104269.051321928,75832.0373250389,1,7220000,1081371.37901307,2608953.01783249,64,1527581.63881941
"10185","Mike   Sweeney","sweenmi01",2006,"KCA","AL",11000000,0.373540856031128,0.206225680933852,257,2268482.49027237,4108949.41634241,1840466.92607004,2,31579500,6316036.97962214,11049094.225828,62,4733057.24620581
"10186","Mike   Sweeney","sweenmi01",2001,"KCA","AL",5000000,0.395962732919255,0.119565217391304,644,597826.086956522,1979813.66459627,1381987.57763975,2,17810000,2623784.11127617,6298063.41155302,65,3674279.30027684
"10187","Mike   Sweeney","sweenmi01",1997,"KCA","AL",175000,0.313207547169811,0.154716981132075,265,27075.4716981132,54811.320754717,27735.8490566038,1,19670000,3443103.93618464,7185677.0665005,67,3742573.13031586
"10188","Mike   Sweeney","sweenmi01",2004,"KCA","AL",11000000,0.364425162689805,0.110629067245119,461,1216919.73969631,4008676.78958785,2791757.04989154,4,33410000,4954953.0888732,12041716.7299919,58,7086763.6411187
"10189","Mike   Sweeney","sweenmi01",2008,"OAK","AL",500000,0.338235294117647,0.0661764705882353,136,33088.2352941177,169117.647058824,136029.411764706,1,13235000,2393652.17414797,4235085.01698109,75,1841432.84283312
"10190","Mike   Sweeney","sweenmi01",2009,"SEA","AL",500000,0.350746268656716,0.130597014925373,268,65298.5074626866,175373.134328358,110074.626865672,1,51649166,7727389.96829764,17677094.5921533,85,9949704.62385567
"10191","Mike   Sweeney","sweenmi01",2007,"KCA","AL",11000000,0.331058020477816,0.129692832764505,293,1426621.16040956,3641638.22525597,2215017.06484642,2,28706500,5584163.84390903,9184040.97631484,69,3599877.13240581
"10192","Mike   Sweeney","sweenmi01",2002,"KCA","AL",8000000,0.43963963963964,0.0990990990990991,555,792792.792792793,3517117.11711712,2724324.32432432,4,29187000,4065728.71404457,10417261.2447224,62,6351532.53067787
"10193","Mike   Sweeney","sweenmi01",2010,"SEA","AL",650000,0.336363636363636,0.154545454545455,110,100454.545454545,218636.363636364,118181.818181818,1,56069500,10354561.2518334,18451637.2846676,61,8097076.03283419
"10194","Ryan   Sweeney","sweenry01",2011,"OAK","AL",1400000,0.355481727574751,0.182724252491694,301,255813.953488372,497674.418604651,241860.465116279,1,42652500,7868650.90823799,13522938.8410381,74,5654287.93280012
"10195","Ryan   Sweeney","sweenry01",2010,"OAK","AL",420000,0.355421686746988,0.16566265060241,332,69578.313253012,149277.108433735,79698.7951807229,1,31075000,6566332.56601529,10209492.5067563,81,3643159.940741
"10196","Ryan   Sweeney","sweenry01",2008,"OAK","AL",395000,0.368663594470046,0.175115207373272,434,69170.5069124424,145622.119815668,76451.6129032258,1,13235000,2393652.17414797,4235085.01698109,75,1841432.84283312
"10197","Ryan   Sweeney","sweenry01",2012,"BOS","AL",1750000,0.307339449541284,0.201834862385321,218,353211.009174312,537844.036697248,184633.027522936,1,97122284,18092017.3019866,34069561.2030627,69,15977543.9010762
"10198","Ryan   Sweeney","sweenry01",2014,"CHN","NL",1500000,0.314159292035398,0.163716814159292,226,245575.221238938,471238.938053097,225663.716814159,1,24219500,5347335.12946887,7584355.99224288,73,2237020.86277401
